epoch,train_accuracy,val_accuracy,train_loss,val_loss,train_top5_accuracy,val_top5_accuracy
1,0.027532940730452538,0.05420000106096268,4.521575450897217,4.275705814361572,0.11498397588729858,0.18960000574588776
2,0.049123041331768036,0.0714000016450882,4.33044958114624,4.156977653503418,0.18536324799060822,0.21980001032352448
3,0.06759704649448395,0.08400000631809235,4.220120429992676,3.9903056621551514,0.2256944477558136,0.2778000235557556
4,0.08400106430053711,0.09560000151395798,4.123622417449951,3.9005348682403564,0.26551371812820435,0.30660000443458557
5,0.09813479334115982,0.10600000619888306,4.040327548980713,3.82765793800354,0.2964743673801422,0.3224000036716461
6,0.10657051205635071,0.1356000006198883,3.9983701705932617,3.668572425842285,0.3135906457901001,0.37780001759529114
7,0.116319440305233,0.16140000522136688,3.9340431690216064,3.56101655960083,0.3342013955116272,0.4020000100135803
8,0.1325676590204239,0.17760001122951508,3.845658540725708,3.429405689239502,0.3640936613082886,0.44600000977516174
9,0.1441194862127304,0.19620001316070557,3.815509557723999,3.3324170112609863,0.38181090354919434,0.47140002250671387
10,0.15896545350551605,0.2078000158071518,3.7232871055603027,3.2261879444122314,0.4105680286884308,0.4978000223636627
11,0.17105145752429962,0.2412000149488449,3.672348976135254,3.12764048576355,0.42608171701431274,0.5242000222206116
12,0.1820690929889679,0.26180002093315125,3.612306833267212,3.037301778793335,0.44386574625968933,0.5504000186920166
13,0.19195157289505005,0.25780001282691956,3.5706236362457275,3.0203704833984375,0.46055909991264343,0.5568000078201294
14,0.21400907635688782,0.2744000256061554,3.4736785888671875,2.9013614654541016,0.48944976925849915,0.5822000503540039
15,0.22130964696407318,0.2906000018119812,3.419759750366211,2.8535287380218506,0.5034945011138916,0.6008000373840332
16,0.22934472560882568,0.3198000192642212,3.3814022541046143,2.7130320072174072,0.5134214758872986,0.6294000148773193
17,0.23842592537403107,0.3156000077724457,3.3485352993011475,2.715909004211426,0.5284010171890259,0.6336000561714172
18,0.25158029794692993,0.33260002732276917,3.284930944442749,2.644857883453369,0.5473646521568298,0.6430000066757202
19,0.2608840763568878,0.3434000015258789,3.2259998321533203,2.589942693710327,0.5551771521568298,0.6576000452041626
20,0.26424500346183777,0.36660000681877136,3.2388522624969482,2.471193790435791,0.5576032996177673,0.6866000294685364
21,0.27724358439445496,0.3532000184059143,3.1880149841308594,2.5585243701934814,0.5739182829856873,0.6672000288963318
22,0.28116098046302795,0.36320000886917114,3.1694095134735107,2.4630706310272217,0.5786369442939758,0.687000036239624
